NoDefault,Zip,NAICS,ApprovalDate,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,ChgOffDate,DisbursementDate,DisbursementGross,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,RevLineCr_-1,RevLineCr_0,RevLineCr_N,RevLineCr_T,RevLineCr_Y
1,0.019672753,-0.45076242,0.4890083,1.2217098,0.05906416,-0.41722977,0.048191793,-0.29899046,-0.17664681,0.102397785,-0.70216006,0.46003678,1.2383672,-0.25445136,1.2505132,1.5908815,0.0,1.0,1.7692717,0.0,1.2217098,1.4188007,0.0,1.0,0.0,0.0,0.0
0,1.0149666,-0.80131257,0.6182451,-0.30162713,-0.23225495,2.3118103,-0.07218028,-0.20239177,2.332684,0.102397785,1.3898803,0.62713045,0.017747203,1.5215493,0.047747385,-0.0059396354,1.0,0.0,0.4330805,0.0,-0.30162713,0.04460128,0.0,1.0,0.0,0.0,0.0
1,-0.31419164,1.5395833,0.75439304,1.2217098,0.8270873,-0.41722977,1.8537729,-0.29899046,-0.17664681,2.5267735,-0.70216006,0.6948711,0.99307513,-0.25445136,1.0088091,1.3118737,0.0,1.0,1.7692717,0.0,1.2217098,1.5438216,0.0,1.0,0.0,0.0,0.0
0,1.6685219,1.1851382,-1.1578975,-0.35526577,-0.2057714,2.3118103,-0.3129244,-0.29899046,-0.17664681,0.102397785,1.1051,-1.0805799,-0.52539945,0.5420438,-0.48745465,-0.4584968,1.0,0.0,0.70031875,0.0,-0.35526577,-0.9160675,0.0,1.0,0.0,0.0,0.0
0,-1.3787781,1.1851382,-0.16685134,-0.5054539,-0.25873852,-0.41722977,-0.19255236,-0.25069112,-0.17664681,-2.321978,1.1780429,-0.19672526,-0.7006081,-0.19126154,-0.66010046,-0.6170994,0.0,0.0,0.96755695,0.0,-0.5054539,-0.5897767,0.0,1.0,0.0,0.0,0.0
0,-0.13413584,-0.45076242,0.42058882,-0.8594688,-0.15280429,-0.41722977,-0.3129244,-0.057493746,-0.1767357,0.102397785,1.3954735,0.37358677,-0.32413736,0.36480895,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.8594688,-0.62618387,0.0,0.0,0.0,0.0,1.0
1,-0.13991022,1.3058833,-0.11778281,-0.45181528,0.032580603,2.3118103,-0.3129244,0.28060165,-0.17664681,0.102397785,-0.70216006,-0.11801705,-0.6860074,-0.25445136,-0.6457133,-0.6146083,1.0,0.0,-0.90311074,0.0,-0.45181528,-0.49635452,0.0,0.0,0.0,0.0,1.0
1,-0.31209186,0.9533856,-1.3223807,1.8653734,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.17664681,-2.321978,-0.70216006,-1.257996,-0.39983332,-0.25445136,-0.36372513,-0.36217272,0.0,1.0,0.4330805,0.0,1.8653734,1.1223913,0.0,1.0,0.0,0.0,0.0
1,1.2790134,-0.604615,-0.4011363,-0.70928067,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.17664681,0.102397785,-0.70216006,-0.019954342,-0.6453648,-0.25445136,-0.6457133,-0.6146083,0.0,0.0,-0.90311074,1.0,-0.70928067,-0.6914421,0.0,0.0,0.0,0.0,1.0
1,-0.28479478,-0.6026675,1.4081794,1.8653734,0.56225175,-0.41722977,-0.3129244,1.2465885,-0.1767357,0.102397785,-0.70216006,1.3148596,5.125078,-0.25445136,5.080373,4.351065,0.0,1.0,0.4330805,0.0,1.8653734,2.4921257,0.0,0.0,1.0,0.0,0.0
1,1.4385965,1.1851382,-3.6811256,-0.45181528,0.42983395,-0.41722977,-0.3129244,-0.29899046,-0.17664681,-2.321978,-0.70216006,-3.4560199,-0.35019088,-0.25445136,-0.31480882,-0.25754482,0.0,0.0,1.2347952,0.0,-0.45181528,-2.2734373,0.0,0.0,1.0,0.0,0.0
1,-1.3866522,0.9709131,-2.0777595,1.2217098,1.5686269,-0.41722977,2.094517,2.1159766,-0.17664681,-2.321978,-0.70216006,-1.7573415,1.8165555,-0.25445136,2.1741683,2.6570895,0.0,1.0,1.7692717,0.0,1.2217098,0.23831497,0.0,0.0,1.0,0.0,0.0
1,1.2307186,-0.6026675,-0.2656795,-0.45181528,-0.09983718,-0.41722977,0.28893593,0.039104942,-0.17664681,0.102397785,-0.70216006,-0.27607864,-0.49035776,-0.25445136,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.58050317,0.0,0.0,0.0,0.0,1.0
0,-0.85173434,-0.45076242,1.0066468,-0.6878252,-0.2057714,2.3118103,-0.3129244,-0.15409243,-0.1767357,0.102397785,1.4420823,0.92260885,-0.6714066,-0.12807171,-0.6457133,-0.6146083,1.0,0.0,-0.90311074,0.0,-0.6878252,-0.16903332,0.0,0.0,0.0,1.0,0.0
1,1.2989613,-0.80131257,0.58852756,1.2217098,-0.09983718,-0.41722977,0.16856387,-0.29899046,-0.17664681,0.102397785,-0.70216006,0.6542267,1.398975,-0.25445136,1.4087719,1.773565,0.0,1.0,1.7692717,0.0,1.2217098,1.5221834,0.0,1.0,0.0,0.0,0.0
0,-0.3435885,-0.45076242,0.60511416,-0.8809243,-0.25873852,-0.41722977,-0.3129244,-0.25069112,-0.1767357,0.102397785,1.4342754,0.5297129,-0.3283482,0.11225184,-0.58931565,-0.5820574,0.0,0.0,-0.90311074,0.0,-0.8809243,-0.56367344,0.0,0.0,0.0,0.0,1.0
1,1.2952868,-0.80131257,0.63759613,-0.45181528,-0.25873852,2.3118103,-0.3129244,-0.25069112,-0.1767357,0.102397785,-0.70216006,0.569067,-0.64220524,-0.25445136,-0.6025519,-0.5896969,1.0,0.0,-0.90311074,0.0,-0.45181528,-0.13056536,0.0,0.0,1.0,0.0,0.0
1,0.7666681,1.6914884,0.9472116,-0.70928067,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.1767357,0.102397785,-0.70216006,0.8445458,-0.60998434,-0.25445136,-0.6111841,-0.5946792,0.0,0.0,-0.90311074,0.0,-0.70928067,-0.23120031,0.0,0.0,0.0,0.0,1.0
0,0.7713926,-0.80131257,0.8276503,-0.91310745,-0.25873852,-0.41722977,-0.3129244,-0.25069112,-0.1767357,0.102397785,1.4830981,0.7458379,-0.60424334,-0.005988967,-0.616939,-0.5980007,0.0,0.0,-0.90311074,0.0,-0.91310745,-0.47952476,0.0,0.0,0.0,0.0,1.0
1,1.5735071,-0.80131257,0.03702495,-0.72000843,1.2508242,-0.41722977,-0.07218028,0.039104942,-0.17664681,0.102397785,-0.70216006,0.039399397,-0.44925675,-0.25445136,-0.5593904,-0.5647855,0.0,0.0,-0.90311074,0.0,-0.72000843,-0.6701473,0.0,0.0,0.0,0.0,1.0
0,-0.29161906,-0.80131257,0.26439884,-1.2349392,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.17664681,0.102397785,1.5597697,0.21552517,-0.441898,-0.080755174,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-1.2349392,-1.0709698,0.0,0.0,0.0,0.0,1.0
1,-1.3961012,-0.99606264,0.76752406,-0.45181528,-0.25873852,-0.41722977,-0.3129244,-0.25069112,-0.17664681,0.102397785,-0.70216006,0.9026092,-0.63636494,-0.25445136,-0.596797,-0.58637536,0.0,0.0,-0.90311074,0.0,-0.45181528,0.04700553,0.0,0.0,0.0,0.0,1.0
1,-0.0238976,-0.80131257,0.65349156,1.2217098,-0.02038651,-0.41722977,0.5296801,0.18400297,-0.17664681,0.102397785,-0.70216006,0.676807,0.008986772,-0.25445136,0.039115094,0.19252123,0.0,1.0,1.7692717,0.0,1.2217098,1.5342046,0.0,1.0,0.0,0.0,0.0
1,0.40393177,1.3058833,1.02116,-0.9667461,0.11203127,-0.41722977,-0.3129244,0.42549968,-0.17664681,2.5267735,-0.70216006,0.92260885,-0.56920165,-0.25445136,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.9667461,-0.43693525,0.0,1.0,0.0,0.0,0.0
0,1.5729821,1.1851382,-2.1358125,-0.6449143,-0.17928785,2.3118103,-0.3129244,-0.29899046,-0.17664681,-2.321978,0.9003704,-1.9831438,-0.6071635,0.13443147,-0.56802267,-0.5328989,1.0,0.0,0.70031875,0.0,-0.6449143,-1.6747794,0.0,0.0,1.0,0.0,0.0
1,-0.22075161,-0.604615,1.6645797,-1.202756,-0.09983718,-0.41722977,-0.3129244,0.08740428,-0.1767357,2.5267735,-0.70216006,1.5122753,0.11703208,-0.25445136,-0.09900156,-0.29906383,0.0,0.0,-0.90311074,0.0,-1.202756,-0.34969538,0.0,0.0,0.0,0.0,1.0
1,1.0076174,1.5395833,-0.5338287,-0.065617174,-0.12632073,-0.41722977,-0.3129244,-0.29899046,-0.17664681,0.102397785,-0.70216006,-0.49155852,3.1773424,-0.25445136,3.1611269,2.6894743,0.0,0.0,0.4330805,0.0,-0.065617174,-0.32427904,0.0,0.0,1.0,0.0,0.0
1,0.9839949,-0.9765876,-0.7798624,1.8653734,-0.15280429,-0.41722977,-0.19255236,-0.057493746,-0.17664681,0.102397785,-0.70216006,-0.74703765,0.1947079,-0.25445136,0.31822583,0.22822757,0.0,1.0,0.4330805,0.0,1.8653734,1.3944148,0.0,1.0,0.0,0.0,0.0
1,-0.17245676,-0.80131257,0.013527342,-0.45181528,-0.02038651,-0.41722977,-0.3129244,0.18400297,-0.17664681,0.102397785,-0.70216006,-0.019954342,-0.51240194,-0.25445136,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.44414797,0.0,0.0,0.0,0.0,1.0
1,1.4160239,1.6914884,0.467584,-0.45181528,-0.25873852,-0.41722977,0.048191793,-0.25069112,-0.1767357,0.102397785,-0.70216006,0.41165057,0.6074468,-0.25445136,-0.3867446,-0.46513987,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.21437056,0.0,0.0,0.0,0.0,1.0
1,-0.555141,1.1851382,0.26578104,-0.45181528,-0.17928785,-0.41722977,-0.3129244,-0.10579309,-0.17664681,2.5267735,-0.70216006,0.21552517,-0.6319847,-0.25445136,-0.59248084,-0.58388424,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.3187836,0.0,0.0,0.0,0.0,1.0
1,-0.7656435,-0.8402626,-0.68310755,1.8653734,-0.12632073,-0.41722977,-0.3129244,-0.009194402,-0.17664681,0.102397785,-0.70216006,-0.6676843,0.5346126,-0.25445136,0.55705255,0.43499222,0.0,1.0,0.4330805,0.0,1.8653734,1.4366609,0.0,1.0,0.0,0.0,0.0
1,-0.66222954,-0.80131257,-0.2083177,-0.45181528,-0.17928785,-0.41722977,-0.07218028,-0.10579309,-0.17664681,0.102397785,-0.70216006,1.3742135,-0.5980789,-0.25445136,-0.5593904,-0.5647855,0.0,0.0,-0.90311074,0.0,-0.45181528,0.2980777,0.0,0.0,0.0,0.0,1.0
0,-0.33466446,-0.80131257,0.38119578,-0.7521916,-0.2057714,-0.41722977,-0.07218028,-0.15409243,-0.1767357,0.102397785,1.3573706,0.3335875,-0.49824214,0.6368412,-0.46069455,-0.5078214,0.0,0.0,-0.90311074,0.0,-0.7521916,-0.5444395,0.0,0.0,0.0,0.0,1.0
1,-0.18715519,-0.604615,0.15520409,-0.45181528,-0.2057714,-0.41722977,-0.3129244,-0.29899046,-0.17664681,0.102397785,-0.70216006,0.11810762,-0.56920165,-0.25445136,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.3706467,0.0,0.0,0.0,0.0,1.0
1,-0.69477606,0.9709131,-1.4557642,1.8653734,-0.17928785,-0.41722977,-0.07218028,-0.29899046,-0.17664681,-2.321978,-0.70216006,-1.3947676,1.2953099,-0.25445136,1.3066231,1.0839343,0.0,1.0,0.4330805,0.0,1.8653734,1.0495769,0.0,1.0,0.0,0.0,0.0
1,-0.4674753,1.5395833,0.45445302,-0.7629193,-0.17928785,2.3118103,-0.3129244,-0.10579309,-0.1767357,0.102397785,1.3799759,0.43100506,-0.68790543,-0.1362864,-0.6457133,-0.6146083,1.0,0.0,-0.90311074,0.0,-0.7629193,-0.50288033,0.0,0.0,0.0,0.0,1.0
0,0.10838829,-0.80131257,0.6092608,-0.7629193,-0.15280429,-0.41722977,-0.07218028,-0.057493746,-0.1767357,0.102397785,1.4133013,0.54971254,-0.56920165,0.27089623,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.7629193,-0.43968296,0.0,0.0,1.0,0.0,0.0
1,-1.3625048,1.1461881,0.5906009,1.2217098,-0.15280429,-0.41722977,0.28893593,-0.29899046,-0.17664681,0.102397785,-0.70216006,0.577454,0.36816442,-0.25445136,0.39303902,0.60106826,0.0,1.0,1.7692717,0.0,1.2217098,1.4813112,0.0,1.0,0.0,0.0,0.0
1,0.75879395,-0.80131257,0.3279806,1.8653734,0.2709326,-0.41722977,-0.3129244,0.71529573,-0.17664681,0.102397785,-0.70216006,0.27487892,1.5917045,-0.25445136,1.5986823,1.3367851,0.0,1.0,0.4330805,0.0,1.8653734,1.9384618,0.0,1.0,0.0,0.0,0.0
1,1.5918801,1.3058833,-0.02448349,-0.32308257,0.2179655,-0.41722977,-0.3129244,-0.29899046,-0.17664681,0.102397785,-0.70216006,-0.039953973,-0.2771873,-0.25445136,-0.24287307,-0.20772201,0.0,0.0,0.96755695,0.0,-0.32308257,-0.33114833,0.0,1.0,0.0,0.0,0.0
1,-0.29266894,-0.80131257,0.49730158,-1.0954788,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.17664681,0.102397785,-0.70216006,0.43100506,0.45168635,-0.25445136,-0.09900156,-0.29906383,0.0,0.0,-0.90311074,1.0,-1.0954788,-0.82230186,0.0,0.0,0.0,0.0,1.0
1,0.0070740967,-0.80131257,0.02458504,-0.45181528,-0.17928785,-0.41722977,-0.3129244,-0.10579309,-0.17664681,0.102397785,-0.70216006,-0.00059986225,-0.5546009,-0.25445136,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.43384406,0.0,0.0,0.0,0.0,1.0
0,-1.3877021,1.1851382,0.81037265,-0.8594688,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.1767357,0.102397785,1.4820495,0.8445458,-0.5619013,0.18037048,-0.57377756,-0.5730893,0.0,0.0,-0.90311074,0.0,-0.8594688,-0.37545517,0.0,0.0,0.0,0.0,1.0
1,-0.31996602,-0.99606264,-0.28157493,1.2217098,0.11203127,-0.41722977,0.28893593,0.42549968,0.7534197,0.102397785,-0.70216006,-0.22640213,3.0809777,-0.25445136,3.0661716,3.686761,0.0,1.0,1.7692717,0.0,1.2217098,1.053355,0.0,1.0,0.0,0.0,0.0
0,-0.062743455,1.1851382,0.3272895,-0.51618165,-0.23225495,-0.41722977,-0.07218028,-0.20239177,-0.1767357,0.102397785,1.4126022,0.37358677,-0.42319447,0.3635957,-0.3867446,-0.34888664,0.0,0.0,0.96755695,0.0,-0.51618165,-0.29645845,0.0,0.0,1.0,0.0,0.0
1,-1.3908519,1.3195157,0.28444093,-1.2242115,-0.23225495,-0.41722977,-0.3129244,-0.20239177,-0.17664681,0.102397785,-0.70216006,0.43100506,-0.4932779,-0.25445136,-0.45580292,-0.5049981,0.0,0.0,-0.90311074,0.0,-1.2242115,-0.9459489,0.0,0.0,0.0,0.0,1.0
0,-1.0186665,1.5395833,0.6604026,-1.1598451,0.006097047,-0.41722977,-0.19255236,0.28060165,-0.17664681,2.5267735,1.5377471,0.60906625,-0.41062617,0.093724586,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,1.0,-1.1598451,-0.7893293,0.0,0.0,0.0,0.0,1.0
0,1.5887305,-0.80131257,0.5684855,-0.70928067,-0.25873852,2.3118103,-0.3129244,-0.25069112,-0.1767357,0.102397785,1.369489,0.4903588,-0.6480455,0.036196563,-0.6083067,-0.5930184,1.0,0.0,-0.90311074,0.0,-0.70928067,-0.41976205,0.0,0.0,0.0,0.0,1.0
1,-0.008149279,-0.80131257,0.029422782,1.8653734,0.37686685,-0.41722977,-0.3129244,0.9084931,-0.17664681,0.102397785,-0.70216006,-0.00059986225,0.8590405,-0.25445136,0.87673503,0.71175796,0.0,1.0,0.4330805,0.0,1.8653734,1.7918026,0.0,1.0,0.0,0.0,0.0
1,-0.0238976,-0.80131257,0.40054673,-0.70928067,0.032580603,-0.41722977,-0.3129244,0.28060165,-0.17664681,0.102397785,-0.70216006,0.35358712,0.31689838,-0.25445136,-0.1781309,-0.34473473,0.0,0.0,-0.90311074,0.0,-0.70928067,-0.4925764,0.0,0.0,0.0,0.0,1.0
1,0.07531682,-0.80131257,0.66524035,-0.45181528,-0.15280429,2.3118103,-0.3129244,-0.057493746,-0.1767357,0.102397785,-0.70216006,0.60906625,-0.678561,-0.25445136,-0.6457133,-0.6146083,1.0,0.0,-0.90311074,0.0,-0.45181528,-0.10927059,0.0,0.0,0.0,0.0,1.0
1,-1.3845525,1.1851382,-1.1178132,1.8653734,0.19148195,-0.41722977,-0.3129244,-0.29899046,-0.17664681,0.102397785,-0.70216006,-1.0605803,0.029427776,-0.25445136,0.05925711,0.004024926,0.0,1.0,0.4330805,0.0,1.8653734,1.2274913,0.0,0.0,1.0,0.0,0.0
0,1.4107744,-0.9571126,0.7398798,-0.6770975,0.032580603,-0.41722977,-0.07218028,0.37720034,-0.1767357,0.102397785,1.3898803,0.6664846,-0.4666316,0.32066453,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.6770975,-0.2950846,0.0,0.0,0.0,0.0,1.0
1,0.6611543,-0.45076242,0.8089904,-0.45181528,-0.23225495,2.3118103,-0.19255236,-0.15409243,-0.1767357,0.102397785,-0.70216006,0.7458379,-0.64074516,-0.25445136,-0.63132614,-0.60630447,1.0,0.0,-0.90311074,0.0,-0.45181528,-0.03645622,0.0,0.0,0.0,0.0,1.0
1,0.7131238,1.1851382,-2.724635,-0.065617174,0.085547715,2.3118103,-0.3129244,-0.29899046,0.7594637,-2.321978,-0.70216006,-2.5134566,0.16083422,-0.25445136,0.18874148,0.21577187,1.0,0.0,0.96755695,0.0,-0.065617174,-1.4006952,0.0,0.0,1.0,0.0,0.0
0,-0.29529366,1.3058833,1.0543331,-0.6770975,-0.25873852,2.3118103,-0.07218028,-0.25069112,-0.1767357,0.102397785,1.4542006,0.961963,-0.64220524,0.026187293,-0.6025519,-0.5606336,1.0,0.0,0.96755695,0.0,-0.6770975,-0.1377781,0.0,0.0,1.0,0.0,0.0
1,-0.29004422,-0.99606264,-0.933288,1.8653734,0.40335038,-0.41722977,-0.3129244,0.9567925,-0.17664681,0.102397785,-0.70216006,-0.9031638,3.210632,-0.25445136,3.1939297,1.6302646,0.0,1.0,-0.8686941,0.0,1.8653734,1.3112965,0.0,1.0,0.0,0.0,0.0
1,-0.4737746,0.9533856,-0.900806,-0.45181528,-0.23225495,2.3118103,2.094517,0.6669964,7.093853,0.102397785,-0.70216006,-0.82445556,0.13893315,-0.25445136,0.7642275,0.6143544,1.0,0.0,0.4330805,0.0,-0.45181528,-0.8724476,0.0,1.0,0.0,0.0,0.0
0,0.5115453,-0.80131257,0.57055885,-0.40890437,0.13851483,-0.41722977,0.28893593,0.47379902,5.9477134,2.5267735,1.4674841,0.51035845,-0.24798585,1.6384631,-0.21409877,-0.23263341,0.0,0.0,0.4330805,0.0,-0.40890437,-0.1206049,0.0,1.0,0.0,0.0,0.0
0,0.7624685,-0.58708745,-0.03346787,-0.8701966,-0.07335362,-0.41722977,-0.3129244,0.08740428,-0.17664681,0.102397785,1.6076604,-0.059308454,0.19587596,1.8536245,0.22327062,0.14601994,0.0,0.0,0.4330805,1.0,-0.8701966,-0.8669522,0.0,1.0,0.0,0.0,0.0
1,0.9687715,1.1851382,-2.4875855,-0.065617174,-0.23225495,2.3118103,-0.3129244,-0.29899046,-0.17664681,-2.321978,-0.70216006,-2.277977,-0.64220524,-0.25445136,-0.6025519,-0.55648166,1.0,0.0,1.2347952,0.0,-0.065617174,-1.2753309,0.0,0.0,1.0,0.0,0.0
0,-0.555141,-0.604615,0.0128362365,-0.7951025,-0.15280429,-0.41722977,-0.3129244,-0.057493746,-0.17664681,0.102397785,1.3099461,-0.019954342,-0.56920165,0.37744692,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,1.0,-0.7951025,-0.7738734,0.0,0.0,0.0,0.0,1.0
1,-1.3877021,1.1851382,0.44477752,-0.45181528,-0.23225495,-0.41722977,-0.07218028,-0.20239177,-0.1767357,0.102397785,-0.70216006,0.39165094,-0.56920165,-0.25445136,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.22501795,0.0,0.0,1.0,0.0,0.0
1,1.2910872,-0.80131257,1.0204688,-0.065617174,-0.23225495,2.3118103,0.5296801,-0.20239177,-0.1767357,0.102397785,-0.70216006,0.92260885,-0.678707,-0.25445136,-0.6385197,-0.59592474,1.0,0.0,0.96755695,0.0,-0.065617174,0.42859402,0.0,0.0,1.0,0.0,0.0
1,1.0097172,-0.80131257,-1.128871,1.8653734,-0.02038651,-0.41722977,0.40930802,0.47379902,-0.17664681,0.102397785,-0.70216006,-1.0805799,0.5331525,-0.25445136,0.5556138,0.43374667,0.0,1.0,0.4330805,0.0,1.8653734,1.2168438,0.0,1.0,0.0,0.0,0.0
0,1.5913551,-0.80131257,0.08471127,-0.9452906,-0.23225495,2.3118103,-0.3129244,-0.29899046,-0.17664681,0.102397785,1.371936,0.039399397,-0.68572414,-0.13174936,-0.6457133,-0.6146083,1.0,0.0,-0.90311074,0.0,-0.9452906,-0.8865296,0.0,0.0,0.0,1.0,0.0
1,0.9776956,-0.80131257,0.695649,-0.45181528,-0.23225495,-0.41722977,-0.07218028,-0.20239177,-0.17664681,0.102397785,-0.70216006,0.62713045,-0.4612527,-0.25445136,-0.5392484,-0.55316013,0.0,0.0,-0.90311074,0.0,-0.45181528,-0.099653594,0.0,0.0,0.0,0.0,1.0
0,0.088965364,-0.80131257,0.47587729,-0.9667461,-0.25873852,-0.41722977,-0.3129244,-0.25069112,-0.1767357,0.102397785,1.4403344,0.41165057,-0.6732872,-0.14445052,-0.6457133,-0.6146083,0.0,0.0,-0.90311074,1.0,-0.9667461,-0.70895875,0.0,0.0,0.0,0.0,1.0
0,1.4160239,-0.80131257,0.382578,-0.891652,-0.046870064,-0.41722977,-0.3129244,0.13570362,-0.1767357,0.102397785,1.4103882,0.39165094,-0.6130038,-0.0128261065,-0.616939,-0.5980007,0.0,0.0,-0.90311074,0.0,-0.891652,-0.64747864,0.0,0.0,1.0,0.0,0.0
1,-0.31209186,1.3195157,-0.6264369,1.2217098,0.56225175,-0.41722977,0.16856387,1.2465885,-0.17664681,0.102397785,-0.70216006,-0.5605895,0.3740047,-0.25445136,0.4189359,0.63096195,0.0,1.0,1.7692717,0.0,1.2217098,0.87544066,0.0,0.0,1.0,0.0,0.0
1,-0.47272474,-0.9765876,-0.83722425,1.2217098,0.77412015,-0.41722977,2.094517,-0.29899046,-0.17664681,0.102397785,-0.70216006,-0.6012339,1.1390823,-0.25445136,1.4864625,1.8632461,0.0,1.0,1.7692717,0.0,1.2217098,0.85380244,0.0,0.0,1.0,0.0,0.0
1,0.10576357,-0.80131257,-1.0466293,1.2217098,-0.2057714,-0.41722977,0.048191793,-0.15409243,5.7978573,0.102397785,-0.70216006,-0.9534854,1.3960549,-0.25445136,1.4835851,1.8599246,0.0,1.0,1.7692717,0.0,1.2217098,0.6662711,0.0,0.0,1.0,0.0,0.0
0,-1.0071177,1.1851382,0.8884676,-0.72000843,-0.15280429,-0.41722977,-0.3129244,-0.057493746,-0.17664681,0.102397785,1.4334596,0.7851921,-0.20265354,0.3763727,-0.5306161,-0.5481779,0.0,0.0,-0.90311074,0.0,-0.72000843,-0.2731029,0.0,0.0,0.0,0.0,1.0
1,-0.28112018,1.5551634,-0.42048725,-0.51618165,-0.23225495,2.3118103,-0.3129244,-0.29899046,-0.17664681,0.102397785,-0.70216006,-0.43220478,-0.2771873,-0.25445136,-0.24287307,-0.20772201,1.0,0.0,0.96755695,1.0,-0.51618165,-0.725445,0.0,1.0,0.0,0.0,0.0
